product_id,feature_name,feature_value
238,Porte-carte de crédit,6 porte-cartes de crédit
238,Compartiment,2 compartiments
238,Compartiment monnaie,Oui
236,Garantie,garantie légale
236,Couleur,Noir
236,Matière, 100% Cuir de vachette
236,Dimension,8.8 x 10.5 x 1.5 cm
236,Catégorie,Souple
236,RFID,Les poches de protection RFID protègent vos cartes contre la fraude en plaçant un bloqueur d'onde entre l'extérieur de votre produit et son revêtement intérieur.
236,Compartiment billets,2 compartements
159,Spécification,:
159,Garantie,Garantie légale
159,Modèle,Accessoire de voyage - Housse de protection
159,Matière,Autres Matériaux
159,Extérieur,:
159,Catégorie,Souple
159,Fermetures à glissière,Oui
159,Pochette incluse,Oui
113,Spécification,:
113,Garantie,Garantie mondiale limitée de 2 ans
113,Modèle,Portefeuille
113,Couleur,Ebony Brown
113,Matière, 100% Cuir de vachette
113,Dimension, 10.6 x 9.5 x 1 cm
113,Poids,0.1 Kg
113,Extérieur,:
113,Catégorie,Souple
113,Intérieur,:
113,Compartiment billets,2 compartiments billets
113,Porte-carte de crédit,5 Credit card slots
113,Compartiment,2 compartiments
113,Fenêtre, 1 fenêtre
113,Compartiment monnaie,Oui
112,Spécification,:
112,Garantie,Garantie mondiale limitée de 2 ans
112,Modèle,Portefeuille
112,Couleur,Noir
112,Dimension,12.5 x 9.6 x 1 cm
112,Extérieur,:
112,Catégorie,Souple
112,Intérieur,:
112,Compartiment billets,2 compartiments billets
112,Porte-carte de crédit,6 porte-cartes de crédit
112,Compartiment,4 compartiments
112,Fenêtre,2 fenêtres
109,Spécification,:
109,Modèle,Accessoire de voyage - Housse de protection
109,Matière,Polyester/Lycra
109,Dimension,69 x 46 x 1 cm
109,Poids,0.2 Kg
92,Spécification,:
92,Garantie,Garantie mondiale limitée de 2 ans
92,Modèle,Accessoire de voyage - Sangle à code
92,Matière,"ABS, Polyester"
92,Dimension,18 x 5 x 0.2 cm
92,Poids,0.17 Kg
92,Catégorie,Souple
92,Serreur,Serreur à combinaison TSA
91,Spécification,:
91,Garantie,Garantie mondiale limitée de 2 ans
91,Modèle,Parapluie
91,Matière,Light Poly Pongee
91,Dimension,↔ 22.5cm | ⌀ 88.5 cm
91,Poids,0.16 Kg
91,Extérieur,:
91,Catégorie,Souple
91,Matériau de la tige,Steel
91,Nombre de baleines,6
91,Ouverture,Manuelle
91,Couleur de la poignée,Argent
91,Couleur de la tige,Argent
91,Teflon,Oui
91,Wind Protection,Oui
91,Matériau de la poignée,Steel
89,Spécification,:
89,Modèle,Portefeuille
89,Couleur,Marron
89,Matière,Cuir véritable
89,Dimension,9.7 x 13 x 1 cm
89,Poids,0.122 Kg
89,Catégorie,Souple
88,Spécification,:
88,Garantie,Garantie mondiale limitée de 2 ans
88,Modèle,Accessoire de voyage - Kit de voyage
88,Couleur,Noir
88,Matière,Autres Matériaux
88,Catégorie,Souple
82,Spécification,:
82,Modèle,Accessoire de voyage - Masque
82,Couleur,Vert Militaire
82,Matière,Polyester
82,Poids,0.81 Kg
80,Spécification,:
80,Modèle,Accessoire de voyage - Cadenas à code TSA
80,Matière,Alliage de zinc
80,Dimension,7 x 3 x 1 cm
80,Poids,0.07 Kg
79,Spécification,:
79,Modèle,Accessoire de voyage - Cadenas à code
79,Matière,"Métal, Zinc"
79,Dimension,7 x 3 x 1 cm
79,Poids,0.05 Kg
78,Spécification,:
78,Modèle,Accessoire de voyage - Cadenas
78,Couleur,Noir
78,Matière,Alliage de zinc
78,Dimension,4.5 x 2.7 x 1.2 cm
78,Poids,0.1 Kg
75,Spécification,:
75,Modèle,Parapluie
75,Couleur,Tomate
75,Matière,"100% poly pongée, revêtement Teflon"
75,Dimension,↔ 26cm | ⌀ 91 cm
75,Poids,0.23 kg
75,Nombre de baleines,6
75,Ouverture,Ouverture et fermeture automatique
75,Couleur de la poignée,Argent
75,Couleur de la tige,Argent
75,Teflon,Oui
75,Wind Protection,Oui
29,Spécification,:
29,Modèle,Housse de protection
29,Matière,Polyester
29,Dimension,72 x 57 x 30cm
29,Taille,"Taille Large (Grand), Extensible"
29,Poids,0.15 kg
152,Spécification,:
152,Garantie,Garantie mondiale limitée de 2 ans
152,Modèle,Sac à dos
152,Matière,100% Polyester
152,Dimension,42.5 x 29 x 19 cm
152,Volume,19.5 L
152,Poids,0.4 Kg
152,Extérieur,:
152,Catégorie,Souple
152,Fermetures à glissière,Oui
152,Poignées, Poignée(s) haute(s)
152,Poches extérieures,1 poche frontale
152,Bretelles,Bandoulières ergonomiques
152,Porte-bouteille,Oui
152,Intérieur,:
152,Compartiment principal,Oui
152,Pen loops,Oui
149,Spécification,:
149,Garantie,2 ans
149,Modèle,Sac à dos
149,Matière,Polyester
149,Dimension,31.5 x 24 x 14.5 cm
149,Volume,11 L
149,Poids,0.4 Kg
149,Extérieur,:
149,Catégorie,Souple
149,Fermetures à glissière,Oui
146,Spécification,:
146,Garantie,2 ans
146,Modèle,Sac à dos
146,Matière,Polyester
146,Dimension,46 x 33.5 x 22 cm
146,Volume,19 L
146,Poids,1.3 Kg
146,Extérieur,:
146,Catégorie,Souple
146,Fermeture,Avec attaches
146,Poches extérieures,4 poches extérieures
146,Bretelles,Ajustables matelassées
146,Sangle de Poitrine,Oui
146,Intérieur,:
146,Compartiment,2 compartiments
146,Doublure intérieure,Oui
146,Ceinture,Ajustable
146,Poches intérieures,3 poches intérieures
146,Dos rembourré et microaéré,Oui
146,Bandes réfléchissantes,Oui
111,Spécification,:
111,Garantie,Garantie mondiale limitée de 2 ans
111,Modèle,Cartable
111,Matière,100% Polyester
111,Dimension,33 x 40 x 17 cm
111,Taille,Taille Moyenne
111,Volume,15 L
111,Poids,1 Kg
111,Extérieur,:
111,Catégorie,Souple
111,Poignées, Poignée(s) haute(s)
111,Poches extérieures,1 poche frontale
111,Bretelles,Réglables
111,Sangle de Poitrine,Removable sternum strap
111,Porte-adresse,étiquette d'identification rétractable 
111,Intérieur,:
111,Compartiment principal,Oui
111,Porte-clés,Key ring
111,Compartiment,2 compartiments
102,Spécification,:
102,Garantie,Garantie mondiale limitée de 2 ans
102,Modèle,Sac à dos
102,Matière,100% R-PET Polyester
102,Extérieur,:
102,Catégorie,Souple
102,Fermetures à glissière,Oui
102,Poignées, Poignée(s) haute(s)
102,Bretelles,Bandoulières ergonomiques
102,Sangle de Poitrine,Oui
102,Porte-adresse,étiquette d'identification rétractable 
102,Ecoresponsable,Oui
102,Intérieur,:
102,Compartiment principal,Oui
279,Modèle,Sac à dos
279,Matière,100% R-PET Polyester
279,Catégorie,Souple
279,Fermetures à glissière, Fermetures à glissière standard
279,Porte-bouteille,Oui
244,Garantie,légale
244,Modèle,Sac à dos
228,Garantie,Garantie légale
228,Modèle,Sacs porté croisé
228,Couleur,Noir
228,Dimension,25 x 21.5 x 7.5 cm
228,Volume,4.5l
228,Poids,0.2 Kg
228,Catégorie,Souple
228,Fermetures à glissière,Oui
228,Poches extérieures,1 poche frontale
228,Bandoulière,Ajustable
228,Compartiment principal,Oui
228,Poche pour tablette,Oui
226,Garantie,Garantie légale
226,Modèle,Sacs porté croisé
226,Couleur,Noir
226,Poids,0.3 Kg
226,Catégorie,Souple
226,Fermetures à glissière,Oui
226,Poches extérieures, 1 poche frontale & 1 poche latérale
226,Bandoulière,Ajustable
226,Logo,A l'avant
226,Poche pour tablette,Oui
167,Spécification,:
167,Garantie,Garantie mondiale limitée de 2 ans
167,Modèle,Sac Ordinateur
167,Matière,100% Polyester
167,Dimension,45 x 30.5 x 23 cm
167,Taille ordinateur max,37.5 x 26 x 3.5 cm (⌀ 39.6 cm)
167,Volume,25 L
167,Poids,0.5 Kg
167,Extérieur,:
167,Catégorie,Souple
167,Fermetures à glissière, Fermetures à glissière standard
167,Poignées, Poignée(s) haute(s)
167,Poches extérieures, 1 poche frontale & 1 poche latérale
167,Bretelles,Bandoulières ergonomiques
167,Porte-bouteille,Oui
167,Boutons de protection,Oui
167,Sangles de compression,Oui
167,Intérieur,:
167,Compartiment principal,Oui
167,Compartiment ordinateur,Oui
167,Dimensions écran,"15.6"""
167,Compartiment pour documents,Oui
167,Pen loops,Oui
154,Spécification,:
154,Garantie,Garantie mondiale limitée de 2 ans
154,Modèle,Sac à dos
154,Matière,100% Polyester
154,Dimension,43 x 28 x 23 cm
154,Volume,20 L
154,Poids,0.4 Kg
154,Extérieur,:
154,Catégorie,Souple
154,Fermetures à glissière,Oui
154,Poignées, Poignée(s) haute(s)
154,Poches extérieures,1 poche extérieure
154,Bretelles,Bandoulières ergonomiques
154,Porte-bouteille,Oui
154,Intérieur,:
154,Compartiment principal,Oui
153,Spécification,:
153,Garantie,Garantie mondiale limitée de 2 ans
153,Modèle,Sac à dos
153,Matière,Fabriqué à partir de polyester rPet avec 10 bouteilles en PET recyclées utilisant la technologie du matériau Recyclex™
153,Dimension,40 x 27.5 x 20.5 cm
153,Volume,23 L
153,Poids,0.39 Kg
153,Extérieur,:
153,Catégorie,Souple
153,Fermetures à glissière, Fermetures à glissière standard
153,Poignées, Poignée(s) haute(s)
153,Poches extérieures, 1 poche frontale & 1 poche latérale
153,Bretelles,Bandoulières ergonomiques
153,Bandoulière,Bandoulière matelassée
153,Sangle de Poitrine,Oui
153,Porte-bouteille,Oui
153,Intérieur,:
153,Compartiment principal,Oui
153,Compartiment pour documents,Oui
125,Spécification,:
125,Garantie,Garantie mondiale limitée de 2 ans
125,Modèle,Sac de voyage
125,Matière,100% Polyester
125,Dimension,32 x 52.5 x 30 cm
125,Taille,Taille cabine
125,Volume,50.5 L
125,Poids,0.6 Kg
125,Extérieur,:
125,Catégorie,Souple
125,Fermetures à glissière,Oui
125,Poches extérieures,1 poche frontale & 2 poches latérales
125,Passant arrière pour bagage,Oui
125,Bandoulière,Bretelles rembourrées en cuir réglables
125,Intérieur,:
125,Compartiment principal,Compartiment principal avec poche intérieure
125,Organisation intérieur,Oui
125,Sac pour chaussures/linge,Poche à chaussures
125,Poches intérieures,2 poches latérales
163,Spécification,:
163,Garantie,Garantie mondiale limitée de 2 ans
163,Modèle,Sac Ordinateur
163,Matière,100% Polyester
163,Dimension,52.5 x 33.5 x 23.5 cm
163,Taille ordinateur max,42 x 28 x 4.5 cm (⌀ 43.9 cm)
163,Taille tablette max,24 x 17.6  x 0.8 cm (⌀ 25.7 cm
163,Volume,34 L
163,Poids,0.7 Kg
163,Extérieur,:
163,Catégorie,Souple
163,Fermetures à glissière, Fermetures à glissière standard
163,Poignées, Poignée(s) haute(s)
163,Poches extérieures,1 poche frontale
163,Passant arrière pour bagage,Oui
163,Bretelles,Bandoulières ergonomiques
163,Porte-bouteille,Oui
163,Intérieur,:
163,Compartiment principal,Oui
163,Compartiment ordinateur,Oui
163,Dimensions écran,"17.3"""
163,Poche pour tablette,Oui
163,Dimension tablette,"10.1"""
163,Compartiment frontal,Oui
